#Name,Goethite,Hematite,Kaolinite,Dolomite,Illite,Vermiculite,Montmorillonite,Gypsum,Calcite,Chlorite
Lodgepole-Pine YNP-LP1-D s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Lodgepole-Pine YNP-LP2-A s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Lodgepole-Pine YNP-LP2-B s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Lodgepole-Pine YNP-LP3-A s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Lodgepole-Pine YNP-LP3-B s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Maple_Leaves DW92-1 s06an14a_a         ,0,0,0,0,0,0,0,0,0,0
Oak Oak-Leaf-1 fresh s06an14a_a        ,0,0,0,0,0,0,0,0,0,0
Oak Oak-Leaf-2 dried s06an14a_a        ,0,0,0,0,0,0,0,0,0,0
Pinon_Pine ANP92-14A needle s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rabbitbrush ANP92-27 s06an14a_a        ,0,0,0,0,0,0,0,0,0,0
Russian_Olive DW92-4 s06an14a_a        ,0,0,0,0,0,0,0,0,0,0
Sage_Brush IH91-1B s06an14a_a          ,0,0,0,0,0,0,0,0,0,0
Sagebrush Sage-Leaves-1 dry s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Sagebrush YNP-SS-1 s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Sagebrush YNP-SS-2 s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Sagebrush YNP-SS-3 s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Sagebrush YNP-SS-4 s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Saltbrush ANP92-31A s06an14a_a         ,0,0,0,0,0,0,0,0,0,0
Sedge YNP-SE-1 s06an14a_b              ,0,0,0,0,0,0,0,0,0,0
Tumbleweed ANP92-2C Dry s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Walnut_Leaf SUN (Green) s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Wetland YNP-WT-1 s06an14a_b            ,0,0,0,0,0,0,0,0,0,0
Wetland YNP-WT-2 s06an14a_b            ,0,0,0,0,0,0,0,0,0,0
Whitebark-Pine YNP-WB-1 s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Whitebark-Pine YNP-WB-2 s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Willow Willow-Leaves-1 dry s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Willow YNP-WI-1 s06an14a_b             ,0,0,0,0,0,0,0,0,0,0
Willow-Sedge-Mix YNP-WS-1 s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Antigorite+.2DryGrass AMX26 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Antigorite+.33DryGrass AMX25 s06an14a_a,0,0,0,0,0,0,0,0,0,0
Grass_dry.4+.6green AMX27 s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Grass_dry.5+.5green AMX28 s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Grass_dry.6+.4green AMX29 s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Grass_dry.7+.3green AMX30 s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Grass_dry.8+.2green AMX31 s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Grass_dry.9+.1green AMX32 s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Lawn_Grass GDS91 +1shf/unshf s06an14a_a,0,0,0,0,0,0,0,0,0,0
Lawn_Grass GDS91 +1shft 3nm s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Lawn_Grass GDS91 +const 1.0 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Lawn_Grass GDS91 /shiftd 3nm s06an14a_a,0,0,0,0,0,0,0,0,0,0
Lawn_Grass GDS91 shifted 3nm s06an14a_a,0,0,0,0,0,0,0,0,0,0
Rangeland C03-004 S08% G27% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-005 S25% G24% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-006 S01% G39% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-010 S12% G15% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-013 S06% G08% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-014 S26% G25% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-017 S20% G19% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-019 S20% G14% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-021 S11% G07% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-022 S12% G22% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-027 S27% G19% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-031 S15% G14% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-032 S34% G15% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-037 S37% G13% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-041 S15% G06% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-047 S09% G12% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-050 S18% G12% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-052 S22% G24% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-066 S11% G17% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-068 S05% G43% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-070 S02% G31% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-073 S30% G24% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-074 S24% G16% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-076 S13% G13% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-077 S09% G10% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-080 S18% G15% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-081 S07% G23% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-085 S06% G24% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-086 S29% G13% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-089 S20% G21% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-090 S14% G31% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-091 S30% G17% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-095 S09% G08% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C03-097 S07% G21% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-151 S29% G05% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-153 S12% G16% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-154 S12% G10% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-155A S03% G38% s06an14a_a,0,0,0,0,0,0,0,0,0,0
Rangeland C04-166 S09% G10% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-170 S30% G24% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-175 S06% G23% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-197 S17% G15% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-200 S03% G17% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-203 S21% G07% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-204 S24% G06% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-208 S15% G20% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-209A S17% G04% s06an14a_a,0,0,0,0,0,0,0,0,0,0
Rangeland C04-211 S03% G16% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-214 S03% G17% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-226 S05% G25% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-232 S23% G13% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-233 S16% G06% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-236 S20% G18% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-237 S05% G25% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-243A S05%G02% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-251 S17% G07% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-252 S08% G05% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-253 S27% G21% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-264 S09% G18% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-272 S04% G36% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-273 S25% G08% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-288 S19% G34% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland C04-295 S17% G17% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-005 S14% G16% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-013 S00% G31% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-015 S01% G35% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-019 S01% G06% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-022 S20% G09% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-023 S01% G56% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-025 S00% G21% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-042 S01% G57% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-043 S01% G07% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-045 S01% G04% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-046 S16% G20% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-054 S00% G21% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-057 S01% G47% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-058 S00% G25% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-060 S00% G13% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-061 S00% G06% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-068A S00% G38% s06an14a_a,0,0,0,0,0,0,0,0,0,0
Rangeland L02-069 S00% G99% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L02-077 S00% G28% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L04-035 S03% G54% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L04-047 S00% G47% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L04-058 S34% G25% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L04-072 S30% G21% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L04-075A S00% G49% s06an14a_a,0,0,0,0,0,0,0,0,0,0
Rangeland L04-091 S10% G11% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L04-095 S01% G51% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Rangeland L04-096 S00% G45% s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Stonwll_Ply+.1grnGrass AMX33 s06an14a_a,0,0,0,0,0,0,0,0,0,0
Stonwll_Ply+.2grnGrass AMX34 s06an14a_a},0,0,0,0,0,0,0,0,0,0
